userName,gender,city,min_experience,job_title,education,skills_name,level
D.Isabella,Male,Apia,1,HR,BA in HRM,"Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail",Beginner Level
Nims Jacob,Female,The City of Hamilton,2,HR,BA in HRM,"Computer Knowledge, Dynamics, Ms Office, Attendance maintenance, Time cards maintenance, Staffs and labors individual records maintenance",Intermediate Level
T. James,Male,Dili,1.9,HR,MS in HRM,"Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology",Intermediate Level
Henri Jason,Female,Amsterdam,2.1,HR,Bachelor in Hospitality Management," IT Skills, Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions; Power Point), Saral Payment Package- payroll software, Internet Applications, HR Management",Intermediate Level
Jeffrey Bawa,Male,Naypyidaw,2.2,HR,MBA in HR,"ecruitment and selection, Performance management, Compensation and benefits administration, Employee relations, HRIS (Human Resource Information Systems) management, Conflict resolution, Strategic HR planning, Diversity and inclusion initiatives, Talent management, Labor law compliance, HR analytics",Intermediate Level
Jennifer Loops,Female,Panama City,2.3,HR,Bachelor of Arts in Psychology," Interviewing techniques, Psychological assessments, Employee counseling, Team building, Employee engagement strategies, Training program design, Conflict resolution, Data analysis, Public speaking, Change management, HR policy development",Intermediate Level
D. Jeremy,Male,Kingstown,2.4,HR,Master of Science in Industrial/Organizational Psychology,"Job analysis, Performance appraisal design, Employee motivation techniques, Workforce planning, Organizational behavior theories, Survey design and analysis, Training needs assessment, Succession planning, Job satisfaction research, Work-life balance programs, Employee retention strategies",Intermediate Level
Jerry Dclok,Female,Paramaribo,2.5,HR,BBA in Human Resource Management,"ecruitment strategies, Onboarding processes, HRIS implementation, Employee benefits administration, Labor relations, Workplace safety programs, HR metrics tracking, Employee development programs, Conflict resolution techniques, Compensation management, Diversity and inclusion initiatives",Intermediate Level
Jesse klinton,Male,The City of Hamilton,2.6,HR,Master of Arts in Organizational Development,"Change management strategies, Leadership development programs, Team dynamics analysis, Organizational culture assessments, Performance improvement initiatives, Employee feedback mechanisms, Strategic planning facilitation, Coaching and mentoring, Conflict resolution techniques, Employee engagement surveys, HR policy alignment with organizational goals",Intermediate Level
Jessica Merry,Female,Ouagadougou,2.7,HR,Bachelor of Science in Business Administration with a concentration in HRM,"Talent acquisition strategies, Compensation analysis, Employee performance evaluation systems, HR compliance audits, Diversity training programs, Employee recognition programs, HR technology implementation, Employee handbook development, Grievance resolution procedures, Succession planning, HR budget management",Intermediate Level
Jim Loops,Male,Torshavn,2.8,HR,Master of Human Resource Management (MHRM),"HR strategic planning, Compensation strategy design, Employee benefits negotiation, Workforce analytics, Leadership development initiatives, Talent acquisition and retention, Change management planning, Employee engagement surveys, Performance management systems implementation, Diversity and inclusion initiatives, Labor law compliance",Intermediate Level
Jimmy Lotus,Female,Nuuk,2.9,HR,Bachelor of Science in Sociology,"Cultural sensitivity training, Conflict resolution techniques, Job analysis methodologies, Employee relations management, HR policy development, Workforce planning, Data-driven decision-making, Employee performance evaluation, Diversity recruitment strategies, HRIS utilization, Organizational restructuring support",Intermediate Level
Joan Bey,Male,Paris,3,HR,MBA with a concentration in Human Resource Management,"HR strategic planning, Employee relations management, Compensation and benefits design, Performance appraisal systems implementation, Leadership development programs, Change management strategies, Recruitment and selection techniques, HRIS utilization, Talent management strategies, Succession planning, Workplace diversity initiatives",Intermediate Level
John S.G,Female,Ulaanbaatar,3.1,HR,Bachelor of Science in Industrial Relations," Labor law compliance, Collective bargaining negotiations, Grievance handling procedures, Employee benefits administration, Workplace safety regulations, Recruitment strategies, HRIS implementation, Conflict resolution techniques, Employee training and development, Performance management systems, HR policy development",Intermediate Level
Jonathan Y.,Male,Hagatna,3.2,HR,Master of Science in Human Resource Development,"Training needs assessment, Curriculum development, Instructional design, E-learning platforms, Employee engagement strategies, Performance evaluation metrics, Leadership development programs, HRIS utilization, Talent management strategies, Succession planning, Organizational change management",Intermediate Level
Janaka J.k,Female,Sarajevo,3.3,HR,BBA with a specialization in Human Resource Management," Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Intermediate Level
Jaliya Fernando,Male,Nur-Sultan,3.4,HR,Master of Arts in Human Resource Management,"Strategic workforce planning, Employee engagement initiatives, HRIS implementation and management, Compensation strategy design, Performance management systems, Leadership development programs, Talent acquisition strategies, Succession planning, Diversity and inclusion initiatives, Organizational development interventions, Change management strategies",Intermediate Level
Jithmi Perera,Female,AsunciÃ³n,3.5,HR,Bachelor of Arts in Economics,"Data analysis and interpretation, Compensation and benefits analysis, Labor market research, Recruitment strategies, Employee relations management, HR policy development, Performance appraisal systems, Budget management, Diversity recruitment initiatives, HRIS utilization, Organizational restructuring support",Intermediate Level
Jithuka Siva,Male,Marigot,3.6,HR,Master of Science in Labor Relations and Human Resources,"Labor law compliance, Union negotiation strategies, Grievance handling procedures, Employee benefits administration, Recruitment and selection processes, HRIS implementation, Conflict resolution techniques, Training and development programs, Performance management systems, Workplace safety protocols, Diversity and inclusion initiatives",Intermediate Level
Jithma Perera,Female,Managua,2,HR,Bachelor of Commerce with a specialization in Human Resource Management,"Recruitment and selection techniques, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Intermediate Level
Jinathi Perera,Male,Beijing,2.6,HR,MBA in Organizational Behavior,"Leadership development programs, Change management strategies, Organizational culture assessments, Employee engagement initiatives, Talent management strategies, Succession planning, Performance management systems, HRIS utilization, Diversity and inclusion initiatives, Conflict resolution techniques, Strategic workforce planning",Intermediate Level
Joseph P.J,Female,"Washington, D.C.",3,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Intermediate Level
Joshua N.,Male,Vaduz,1.7,HR,Master of Science in Human Resource Development and Management,"raining needs assessment, Curriculum development, Instructional design, E-learning platforms, Employee engagement strategies, Performance evaluation metrics, Leadership development programs, HRIS utilization, Talent management strategies, Succession planning, Organizational change management",Intermediate Level
Joyce Alii,Female,Phnom Penh,2.1,HR,BBA with a specialization in Human Resource Management,"Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocol",Intermediate Level
Judith S.K,Male,Bishkek,2.2,HR,Master of Arts in Human Resource Management,"Strategic workforce planning, Employee engagement initiatives, HRIS implementation and management, Compensation strategy design, Performance management systems, Leadership development programs, Talent acquisition strategies, Succession planning, Diversity and inclusion initiatives, Organizational development interventions, Change management strategies",Intermediate Level
Julia Bey,Female,Warsaw,2.3,HR,Bachelor of Arts in Economics,"Data analysis and interpretation, Compensation and benefits analysis, Labor market research, Recruitment strategies, Employee relations management, HR policy development, Performance appraisal systems, Budget management, Diversity recruitment initiatives, HRIS utilization, Organizational restructuring support",Intermediate Level
Julian Perera,Male,Bern,2.4,HR,Master of Science in Labor Relations and Human Resources,"Labor law compliance, Union negotiation strategies, Grievance handling procedures, Employee benefits administration, Recruitment and selection processes, HRIS implementation, Conflict resolution techniques, Training and development programs, Performance management systems, Workplace safety protocols, Diversity and inclusion initiatives",Intermediate Level
Justin Bey,Female,Seoul,2.5,HR,Bachelor of Commerce with a specialization in Human Resource Management,"ecruitment and selection techniques, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Intermediate Level
Karen Dclock,Male,Montevideo,2.6,HR,MBA in Organizational Behavior,"Leadership development programs, Change management strategies, Organizational culture assessments, Employee engagement initiatives, Talent management strategies, Succession planning, Performance management systems, HRIS utilization, Diversity and inclusion initiatives, Conflict resolution techniques, Strategic workforce planning",Intermediate Level
Kasun Perera,Female,Singapore,2.7,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Intermediate Level
Kalana Madawa,Male,Buenos Aires,2.8,HR,Master of Science in Human Resource Development and Management,"Training needs assessment, Curriculum development, Instructional design, E-learning platforms, Employee engagement strategies, Performance evaluation metrics, Leadership development programs, HRIS utilization, Talent management strategies, Succession planning, Organizational change management",Intermediate Level
Kithmi Ranasooriya,Female,Mbabane,2.9,HR,BBA with a specialization in Human Resource Management,"Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Intermediate Level
Kasuni Perera,Male,Bratislava,3,HR,Master of Arts in Human Resource Management,"Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail",Intermediate Level
Kalpa pigera,Female,Manama,3.1,HR,Bachelor of Arts in Economics,"Computer Knowledge, Dynamics, Ms Office, Attendance maintenance, Time cards maintenance, Staffs and labors individual records maintenance ",Intermediate Level
Kasunika Perera,Male,Guatemala City,3.2,HR,Master of Science in Labor Relations and Human Resources,"Communication skills, Organizational skills, IT Skills, Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions; Power Point), Saral Payment Package- payroll software, Internet Applications, HR Management ",Intermediate Level
Kesara Singh,Female,Vientiane,3.3,HR,Bachelor of Commerce with a specialization in Human Resource Management,"Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology, Industrial relations, Business management, recognizing employee rights and recruiting regulations",Intermediate Level
Katherine V.,Male,Pretoria,3.4,HR,Master of Business Administration (MBA) in Organizational Behavior,"Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management",Intermediate Level
Kathleen T.K,Female,Damascus,3.5,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Hr Operations, Organizational skills, Decision-making skills, Ms Office, Communication skills",Intermediate Level
Keith D.D,Male,Bridgetown,4,HR,Master of Science in Human Resource Development and Management,"Decision-making skills, Training and development skills, Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology",Intermediate Level
Kelly Master,Male,Dodoma,2,HR,BBA with a specialization in Human Resource Management,"Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail",Intermediate Level
Kevin Nugara,Female,Dakar,3.3,HR,Master of Arts in Human Resource Management,"Computer Knowledge, Dynamics, Ms Office, Attendance maintenance, Time cards maintenance, Staffs and labors individual records maintenance",Intermediate Level
Kasuni J.M Perera,Male,Yamoussoukro,2.7,HR,Bachelor of Arts in Economics,"Hr Operations, Organizational skills, Decision-making skills, Ms Office, Communication skills",Intermediate Level
Steven Gomez,Female,Suva,2,HR,Master of Science in Labor Relations and Human Resources,"Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology",Intermediate Level
Sue W.E,Male,Gaza,2.6,HR,Bachelor of Commerce with a specialization in Human Resource Management,"Communication skills, Organizational skills, IT Skills, Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions; Power Point), Saral Payment Package- payroll software, Internet Applications, HR Management ",Intermediate Level
Susan Singh,Female,New Delhi,3,HR,Master of Business Administration (MBA) in Organizational Behavior,"Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology",Intermediate Level
Sydney Gomez,Male,Caracas,3.6,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Dynamics, Dynamics Ax, Microsoft Dynamics, Microsoft Dynamics Ax, Ms Office, Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill",Intermediate Level
K.H.Sydney,Female,Monrovia,3.5,HR,Master of Science in Human Resource Development and Management,"Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology, Industrial relations, Business management, recognizing employee rights and recruiting regulations",Intermediate Level
T.Haylor,Male,Jerusalem,2.5,HR,BBA with a specialization in Human Resource Management,"Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill, Problem-solving",Intermediate Level
T.Jerry,Female,Bangkok,2,HR,Master of Arts in Human Resource Management,"Hr Operations, Organizational skills, Decision-making skills, Ms Office, Communication skills",Intermediate Level
P.Theresa,Male,Thimphu,3,HR,Bachelor of Arts in Economics,"Communication skills, Organizational skills, Decision-making skills, Training and development skills",Intermediate Level
G.T.Thomas,Female,Buenos Aires,2,HR,Master of Science in Labor Relations and Human Resources,"Computer Knowledge, Dynamics, Ms Office, Attendance maintenance, Time cards maintenance, Staffs and labors individual records maintenance",Intermediate Level
S.Timothy,Male,City of Victoria,3.7,HR,Bachelor of Commerce with a specialization in Human Resource Management,"Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology, Industrial relations, Business management, recognizing employee rights and recruiting regulations",Intermediate Level
T.Dodd,Female,Yerevan,3.7,HR,Master of Business Administration (MBA) in Organizational Behavior,"IT Skills, Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions; Power Point), Saral Payment Package- payroll software, Internet Applications, HR Management ",Advanced Level
K.Tom,Male,London,3.8,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Human resource, Finance, Typewriting, TORA ",Advanced Level
F.Tommy,Female,Harare,3.9,HR,Master of Science in Human Resource Development and Management,"Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill, Conflict resolution skills, Recruitment skills",Advanced Level
Y.K.Tummy,Male,Andorra la Vella,4,HR,BBA with a specialization in Human Resource Management,"Communication, Performance management, Onboarding, Talent management",Advanced Level
F.I.Tony,Female,Chisinau,4.1,HR,Master of Arts in Human Resource Management,"Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology, Industrial relations, Business management, recognizing employee rights and recruiting regulations",Advanced Level
Noor Tracy,Male,Phnom Penh,4.2,HR,Bachelor of Arts in Economics,"Computerized Accounting, Database Management System, Management accounting, Ecommerce, Good communication & leadership",Advanced Level
L.I.Travis,Female,Amman,4.3,HR,Master of Science in Labor Relations and Human Resources,"Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail",Advanced Level
D.Tyler,Male,Castries,4.4,HR,Bachelor of Commerce with a specialization in Human Resource Management,"Dynamics, Dynamics Ax, Microsoft Dynamics, Microsoft Dynamics Ax, Ms Office, Communication skills, Organizational skills, Decision-making skills, Training and development skills, Emotional intelligence skill",Advanced Level
F.Valerie,Female,Djibouti (city),4.5,HR,Master of Business Administration (MBA) in Organizational Behavior,"Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology, Industrial relations, Business management, recognizing employee rights and recruiting regulations",Advanced Level
S.Veronica,Male,London,4.6,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Management Proficiency, Planning/Organizing, Analytical Proficiency,
Administration Officer, HR Generalist, Voice and Accent trainer, Soft Skills and Trainer, Corporate Compliance, Corporate Communications, Recruitment, Campus Hiring, Head Hunting, Policy Formulation, Statutory Compliance, Time Keeping, Leave Management, Exit interview, F and F settlement, Campus to Corporate training, US Healthcare Process Trainer, Employability training, IT non IT Paramedical Staffing process Trainer, Per Diem, C2C, CNA, LMS, Learning management system, Employee Onboarding, Onboarding Process, MSP, MSP and VMS, Recruitment Life Cycle, Interview Trainer, Corporate Training, Corporate Trainer
",Advanced Level
A.Vincent,Female,Nur-Sultan,4.7,HR,Master of Science in Human Resource Development and Management,"Communication skills, Organizational skills, IT Skills, Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions; Power Point), Saral Payment Package- payroll software, Internet Applications, HR Management ",Advanced Level
M.Victoria,Male,Cairo,4.8,HR,BBA with a specialization in Human Resource Management," Hr Operations, Organizational skills, Decision-making skills, Ms Office, Communication skills",Advanced Level
A.L.U.Victoria,Female,Valletta,4.9,HR,Master of Arts in Human Resource Management,"Communication, Performance management, Onboarding, Talent management",Advanced Level
Walter loops,Male,Nuuk,3.7,HR,Bachelor of Arts in Economics,"Typewriting, Human resource, Finance, TORA ",Advanced Level
Wayne G.k,Female,Nicosia,3.8,HR,Master of Science in Labor Relations and Human Resources,"Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology, Industrial relations, Business management, recognizing employee rights and recruiting regulations",Advanced Level
William T.O,Male,Antananarivo,3.9,HR,Bachelor of Commerce with a specialization in Human Resource Management," Hr Operations, Organizational skills, Decision-making skills, Ms Office, Communication skills",Advanced Level
S.William Kroose,Female,Chisinau,4,HR,Master of Business Administration (MBA) in Organizational Behavior,"Decision-making skills, Training and development skills, Emotional intelligence skill, Conflict resolution skills, Recruitment skills, Time management skills, Performance management, Onboarding, Talent management, Problem-solving, Interpersonal intelligence, Budgeting and accounting, Attention to detail, Leadership, Understanding of human psychology",Advanced Level
E.Willie,Male,Basseterre,4.1,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Advanced Level
F.L.Zachary,Female,Apia,4.2,HR,Master of Science in Human Resource Development and Management,"raining needs assessment, Curriculum development, Instructional design, E-learning platforms, Employee engagement strategies, Performance evaluation metrics, Leadership development programs, HRIS utilization, Talent management strategies, Succession planning, Organizational change management",Advanced Level
R.Zoe,Male,Vaduz,4.3,HR,BBA with a specialization in Human Resource Management,"Recruitment and selection processes, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques, Workplace safety protocols",Advanced Level
Samuel T.Gomes,Female,Lisbon,7.5,HR,Master of Arts in Human Resource Management,"Data analysis and interpretation, Compensation and benefits analysis, Labor market research, Recruitment strategies, Employee relations management, HR policy development, Performance appraisal systems, Budget management, Diversity recruitment initiatives, HRIS utilization, Organizational restructuring support",Advanced Level
Z.Ali,Male,Kingstown,4.5,HR,Bachelor of Arts in Economics," Leadership development programs, Change management strategies, Organizational culture assessments, Employee engagement initiatives, Talent management strategies, Succession planning, Performance management systems, HRIS utilization, Diversity and inclusion initiatives, Conflict resolution techniques, Strategic workforce planning",Advanced Level
Jude Allan,Female,Tripoli,4.6,HR,Master of Science in Labor Relations and Human Resources,"Training needs assessment, Curriculum development, Instructional design, E-learning platforms, Employee engagement strategies, Performance evaluation metrics, Leadership development programs, Talent management strategies, Succession planning, Organizational change management",Advanced Level
Leo D.J,Male,Jakarta,4.7,HR,Bachelor of Commerce with a specialization in Human Resource Management," Sociological research methods, Diversity training programs, Conflict resolution techniques, Community outreach initiatives, Employee advocacy strategies, Workplace mediation skills, Cross-cultural communication, Team-building exercises, Data analysis for HR metrics, Employee morale improvement programs",Advanced Level
Leo Allen,Female,Abuja,4.8,HR,Master of Business Administration (MBA) in Organizational Behavior,"Recruitment and selection strategies, Employee onboarding practices, Compensation and benefits administration, Employee relations management, HRIS utilization, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques",Advanced Level
S.Drew,Male,Khartoum,4.9,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management," Recruitment and selection methods, Employee onboarding procedures, Compensation and benefits management, Employee relations, HRIS utilization, Performance management, Diversity and inclusion initiatives, Training and development, HR policy development, Conflict resolution",Advanced Level
H.Emily,Female,Male,3.7,HR,Master of Science in Human Resource Development and Management,"Psychological assessment, Employee motivation theories, Job satisfaction analysis, Leadership development, Team dynamics assessment, Performance evaluation methods, Organizational behavior analysis, Employee engagement strategies, Change management techniques, Conflict resolution methods",Advanced Level
Y.Diana,Male,Hagatna,3.8,HR,BBA with a specialization in Human Resource Management,"Recruitment and selection techniques, Employee onboarding procedures, Compensation and benefits administration, Employee relations management, HRIS implementation, Performance management systems, Diversity and inclusion initiatives, Training and development programs, HR policy development, Conflict resolution techniques",Advanced Level
G.Abdul-Karim,Female,Riyadh,3.9,HR,Master of Arts in Human Resource Management,"ob analysis techniques, Workforce planning strategies, Employee motivation theories, Performance appraisal systems, Job satisfaction surveys, Organizational development interventions, Leadership assessment tools, Training and development methodologies, Talent management strategies, Change management techniques",Advanced Level
F.Agatha,Male,Tripoli,4,HR,Bachelor of Arts in Economics,"Social research methods, Diversity training programs, Conflict resolution techniques, Community outreach initiatives, Employee advocacy strategies, Workplace mediation skills, Cross-cultural communication, Team-building exercises, Data analysis for HR metrics, Employee morale improvement programs",Advanced Level
M.Aisha,Female,Ottawa,4.1,HR,Master of Science in Labor Relations and Human Resources,"HR data mining and visualization, Predictive modeling for workforce planning, HR metrics development, Statistical analysis for talent management, ROI assessment for HR initiatives, HR technology implementation, Data-driven decision-making, HR dashboard development, Employee engagement analytics, Performance evaluation methodologies",Advanced Level
Lilyon G.K,Male,Wellington,4.2,HR,Bachelor of Commerce with a specialization in Human Resource Management,"HRIS implementation and customization, Database management for HR systems, Information security for HR databases, Data analysis for HR reporting, HR software integration, Cloud-based HR solutions, User training for HR technology, Data privacy compliance, HR system troubleshooting, HR analytics tools",Advanced Level
Foony Jack,Female,Freetown,4.3,HR,Master of Business Administration (MBA) in Organizational Behavior,"Employee counseling techniques, Stress management programs, Work-life balance initiatives, Crisis intervention strategies, Employee assistance programs, Mental health awareness training, Conflict resolution in the workplace, Substance abuse awareness programs, Emotional intelligence development, Resilience-building workshops",Advanced Level
Hector Dias,Male,Pretoria,4.4,HR,Bachelor of Science in Business Administration with a concentration in Human Resource Management,"Government compliance for HR regulations, Public sector HR policies, Civil service recruitment procedures, Public sector benefits administration, Labor relations in government organizations, Performance management in the public sector, Policy analysis for HR legislation, Public sector HR budgeting, Public administration ethics",Advanced Level
Helen Dias,Female,Bissau,4.5,HR,"Master of Science in Industrial/Organizational Psychology
","Job analysis techniques, Workforce planning strategies, Employee motivation theories, Performance appraisal systems, Job satisfaction surveys, Organizational development interventions, Leadership assessment tools, Training and development methodologies, Talent management strategies, Change management techniques, Diversity and inclusion initiatives",Advanced Level
Victor Heather,Male,Havana,4.6,HR,Bachelor of Arts in Sociology,"Social research methods, Diversity training programs, Conflict resolution techniques, Community outreach initiatives, Employee advocacy strategies, Workplace mediation skills, Cross-cultural communication, Team-building exercises, Data analysis for HR metrics, Employee morale improvement programs",Advanced Level
Henry Dias,Female,Abu Dhabi,4.7,HR,Master of Science in Human Resource Analytics,"HR data mining and visualization, Predictive modeling for workforce planning, HR metrics development, Statistical analysis for talent management, ROI assessment for HR initiatives, HR technology implementation, Data-driven decision-making, HR dashboard development, Employee engagement analytics, Performance evaluation methodologies",Advanced Level
S.I.Emily,Male,Oslo,4.8,HR,Bachelor of Business Administration with a concentration in Management Information Systems," HRIS implementation and customization, Database management for HR systems, Information security for HR databases, Data analysis for HR reporting, HR software integration, Cloud-based HR solutions, User training for HR technology, Data privacy compliance, HR system troubleshooting, HR analytics tools",Advanced Level
Lily Jack,Female,LomÃ©,4.9,HR,Master of Arts in Counseling Psychology,"Employee counseling techniques, Stress management programs, Work-life balance initiatives, Crisis intervention strategies, Employee assistance programs, Mental health awareness training, Conflict resolution in the workplace, Substance abuse awareness programs, Emotional intelligence development, Resilience-building workshops",Advanced Level
G. Isaac,Male,Riyadh,3.7,HR, Bachelor of Science in Public Administration,"Government compliance for HR regulations, Public sector HR policies, Civil service recruitment procedures, Public sector benefits administration, Labor relations in government organizations, Performance management in the public sector, Policy analysis for HR legislation, Public sector HR budgeting, Public administration ethics",Advanced Level
Abdul-Karim,Female,San Marino,3.8,HR,Master of Science in Industrial and Labor Relations,"Collective bargaining negotiation techniques, Workplace dispute resolution, Employee representation in arbitration, Labor union contract interpretation, Labor law compliance audits, Grievance handling procedures, Labor-management cooperation initiatives, Strikes and lockout management, Workplace safety regulations in union environments",Advanced Level
Simon Korale,Male,City of Port Louis,3.9,HR,Bachelor of Arts in Communication Studies,"Effective communication training, Conflict resolution through communication, Interpersonal skills development, Public speaking coaching, Written communication skills enhancement, Cross-cultural communication strategies, Presentation skills training, Negotiation techniques, Communication technology utilization, Crisis communication management",Expert Level
Skyler Korale T.O,Female,Dublin,4,HR,MBA with a concentration in Strategic Human Resource Management," Strategic workforce planning, HR strategy alignment with business goals, HR budgeting and forecasting, HR risk management, Mergers and acquisitions HR integration, HR compliance management, HR audit procedures, HR policy development, HR strategic planning, HR outsourcing evaluation",Advanced Level
Stephanie D. Noor,Male,SÃ£o TomÃ©,4.1,HR,Bachelor of Science in Psychology,"Psychological assessment techniques, Employee behavior analysis, Team dynamics observation, Conflict resolution psychology, Motivation theory application, Counseling skills for employee support, Personality assessment for job fit, Psychological testing interpretation, Work motivation strategies, Employee engagement psychology",Advanced Level
Stephen Korale,Female,Libreville,4.2,HR,Master of Science in Employment Law,"Employment law compliance, Discrimination law interpretation, Employee rights advocacy, Legal risk assessment for HR policies, Workplace harassment prevention, Labor law litigation support, FMLA administration, ADA accommodation processes, Employment contract negotiation, EEOC complaint resolution",Advanced Level
Steven Korale,Male,Ashgabat,4.3,HR,Bachelor of Arts in Social Work,"Employee assistance program management, Social service referral coordination, Workplace diversity training, Crisis intervention in the workplace, Mental health support services, Substance abuse awareness programs, Community resources utilization, Employee advocacy, Cultural competency training, Family support programs",Advanced Level
Sue Korale,Female,Male,4.4,HR,MBA with a specialization in Human Resource Management,"Strategic HR planning, HR performance metrics development, Compensation strategy design, HR technology implementation, Talent management initiatives, Change management strategies, Diversity and inclusion programs, Employee relations management, HR policy development, HR compliance auditing",Advanced Level
Susan Korale Singh,Male,San Marino,4.5,HR,Bachelor of Science in Organizational Leadership," Leadership development programs, Team building exercises, Change management strategies, Conflict resolution techniques, Performance management systems, Organizational culture assessments, Employee engagement initiatives, Strategic planning facilitation, Communication skills training, Employee motivation strategies",Advanced Level
